City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Ambon,ID,2022-04-17 10:02:26,-3.6954,128.1814,82.54,83,40,1.14
290,Leningradskiy,RU,2022-04-17 10:02:27,69.3833,178.4167,3.87,97,97,4.68
291,Saint-Augustin,CA,2022-04-17 10:02:27,51.226,-58.6502,30.04,95,100,2.64
292,Anloga,GH,2022-04-17 10:02:28,5.7947,0.8973,84.65,71,66,9.31
293,Klaksvik,FO,2022-04-17 10:02:28,62.2266,-6.589,47.32,98,100,15.57
294,Bonavista,CA,2022-04-17 10:02:29,48.6499,-53.1147,36.81,80,100,13.53
295,Port Blair,IN,2022-04-17 10:02:29,11.6667,92.75,86.7,60,6,6.02
296,San Pedro,PH,2022-04-17 10:02:29,14.35,121.0167,83.35,76,56,13.85
297,Aviles,ES,2022-04-17 10:02:30,43.5547,-5.9248,57.76,75,100,5.75
298,Pooler,US,2022-04-17 10:00:04,32.1155,-81.2471,69.94,97,99,2.44
299,Marabba,SD,2022-04-17 10:02:30,12.35,32.1833,99.48,25,76,9.19
300,Rawson,AR,2022-04-17 10:02:31,-43.3002,-65.1023,51.55,84,1,12.03
301,Hameenlinna,FI,2022-04-17 10:02:31,60.996,24.4643,48.36,54,61,4.99
302,Nichinan,JP,2022-04-17 10:02:31,31.6,131.3667,60.33,65,23,2.17
303,Orizona,BR,2022-04-17 10:02:32,-17.0314,-48.2958,60.84,72,99,2.15
304,Zlynka,RU,2022-04-17 10:02:32,52.4267,31.7378,36.63,91,100,13.06
305,Iqaluit,CA,2022-04-17 10:02:33,63.7506,-68.5145,-4.31,76,20,23.0
306,Torbat-E Jam,IR,2022-04-17 10:02:33,35.244,60.6225,72.63,31,100,9.91
307,Zhanaozen,KZ,2022-04-17 10:02:34,43.3,52.8,67.82,37,89,12.5
308,Zyryanka,RU,2022-04-17 10:02:34,65.75,150.85,12.36,93,100,4.21
309,Puerto Escondido,MX,2022-04-17 10:02:34,15.85,-97.0667,79.45,67,28,5.3
310,Roald,NO,2022-04-17 10:02:35,62.5833,6.1333,52.72,66,0,5.75
311,Lata,PT,2022-04-17 10:02:35,40.1629,-8.3327,66.07,54,99,4.36
312,Yellowknife,CA,2022-04-17 10:01:39,62.456,-114.3525,-12.66,98,74,5.03
313,Ugep,NG,2022-04-17 10:02:36,5.8086,8.0812,91.2,54,71,4.18
314,Tautira,PF,2022-04-17 10:02:36,-17.7333,-149.15,80.08,76,5,11.41
315,Korla,CN,2022-04-17 10:02:37,41.7597,86.1469,67.33,8,3,8.95
316,Fort Smith,US,2022-04-17 10:02:37,35.3859,-94.3986,55.72,71,100,13.8
317,Alice Springs,AU,2022-04-17 09:58:01,-23.7,133.8833,87.35,20,41,5.75
318,Fairbanks,US,2022-04-17 10:02:38,64.8378,-147.7164,4.48,90,13,5.28
319,Harper,LR,2022-04-17 10:02:38,4.375,-7.7169,78.55,80,100,8.16
320,Rabo De Peixe,PT,2022-04-17 10:02:38,37.8,-25.5833,62.11,77,20,14.97
321,Sheltozero,RU,2022-04-17 10:03:58,61.3667,35.3667,39.47,71,97,6.89
322,Gohad,IN,2022-04-17 10:03:58,26.4261,78.4447,109.69,4,0,12.71
323,Takoradi,GH,2022-04-17 10:03:59,4.8845,-1.7554,80.74,77,100,4.7
324,Lenine,UA,2022-04-17 10:03:59,45.2986,35.7771,58.77,54,99,5.37
325,Hofn,IS,2022-04-17 10:03:59,64.2539,-15.2082,46.04,99,100,4.25
326,Allapalli,IN,2022-04-17 10:04:00,19.4167,80.0667,108.12,12,91,4.92
327,Manicore,BR,2022-04-17 10:04:00,-5.8092,-61.3003,72.48,99,100,0.85
328,San Patricio,US,2022-04-17 10:04:01,28.017,-97.5169,75.18,97,77,6.13
329,Pacific Grove,US,2022-04-17 10:02:48,36.6177,-121.9166,47.66,90,1,1.99
330,Helong,CN,2022-04-17 10:04:01,42.5397,128.9972,50.02,45,85,4.21
331,Charlestown,AU,2022-04-17 10:04:01,-32.95,151.6667,69.73,84,0,7.67
332,Taoudenni,ML,2022-04-17 10:04:02,22.6783,-3.9836,81.03,24,0,14.79
333,Aneho,TG,2022-04-17 10:04:02,6.2333,1.6,87.31,64,36,9.4
334,Gaya,IN,2022-04-17 10:04:03,24.7833,85.0,107.51,14,20,12.66
335,Sibu,MY,2022-04-17 10:04:03,2.3,111.8167,79.74,92,98,3.06
336,Neuquen,AR,2022-04-17 09:59:07,-38.9516,-68.0591,53.49,87,100,5.75
337,Apastovo,RU,2022-04-17 10:04:03,55.2029,48.5109,47.1,84,100,3.8
338,Kirensk,RU,2022-04-17 10:04:04,57.7853,108.1119,46.38,91,100,13.71
339,Dinan,FR,2022-04-17 10:04:04,48.4167,-2.25,63.46,61,100,6.93
340,Brownsville,US,2022-04-17 10:01:14,25.9018,-97.4975,77.09,90,75,9.22
341,La Maddalena,IT,2022-04-17 10:02:18,41.2142,9.4083,62.76,60,2,33.73
342,Axim,GH,2022-04-17 10:04:05,4.8699,-2.2405,80.28,78,98,4.54
343,Hambantota,LK,2022-04-17 10:04:05,6.1241,81.1185,88.14,79,90,9.22
344,Outjo,NA,2022-04-17 10:04:06,-20.1167,16.15,82.9,33,69,8.28
345,Tessalit,ML,2022-04-17 10:04:06,20.1986,1.0114,78.31,19,96,13.35
346,Otorohanga,NZ,2022-04-17 10:04:07,-38.1833,175.2,56.34,76,95,4.85
347,Qaqortoq,GL,2022-04-17 10:04:07,60.7167,-46.0333,28.96,84,100,2.89
348,Ponta Delgada,PT,2022-04-17 10:04:07,37.7333,-25.6667,63.32,77,20,14.97
349,Tuburan,PH,2022-04-17 10:04:08,6.6439,122.2736,82.36,74,92,1.07
350,Te Anau,NZ,2022-04-17 10:04:08,-45.4167,167.7167,44.87,90,8,1.32
351,Tulagi,SB,2022-04-17 10:04:09,-9.0996,160.1476,82.36,72,96,2.98
352,Quelimane,MZ,2022-04-17 10:04:09,-17.8786,36.8883,83.39,73,40,7.74
353,Qeshm,IR,2022-04-17 10:04:09,26.9581,56.2719,93.07,44,3,16.71
354,Smirnykh,RU,2022-04-17 10:04:10,49.75,142.8333,29.64,97,99,6.04
355,Ashland,US,2022-04-17 10:01:57,40.8167,-82.2665,32.16,71,8,7.9
356,Karpogory,RU,2022-04-17 10:04:10,64.0019,44.4451,37.78,91,100,11.25
357,Bonthe,SL,2022-04-17 10:04:11,7.5264,-12.505,84.4,52,77,6.31
358,Adrar,MR,2022-04-17 10:04:11,20.5022,-10.0711,86.18,11,7,19.73
359,Terekli-Mekteb,RU,2022-04-17 10:04:12,44.1671,45.8698,68.67,35,4,14.14
360,Cabo San Lucas,MX,2022-04-17 10:03:17,22.8909,-109.9124,75.51,28,97,12.57
361,Brae,GB,2022-04-17 10:04:12,60.3964,-1.353,48.69,89,100,11.95
362,Mandera,KE,2022-04-17 10:04:12,3.9366,41.867,94.01,40,95,13.65
363,Nachingwea,TZ,2022-04-17 10:04:13,-10.3833,38.7667,80.17,77,93,8.01
364,Libin,BE,2022-04-17 10:04:13,49.9833,5.2833,54.03,41,1,10.36
365,Havre-Saint-Pierre,CA,2022-04-17 10:04:13,50.2334,-63.5986,31.89,91,100,3.53
366,Arlit,NE,2022-04-17 10:04:14,18.7369,7.3853,83.84,12,100,7.92
367,Shelburne,CA,2022-04-17 10:04:14,44.0787,-80.2041,25.9,87,95,11.43
368,Ampanihy,MG,2022-04-17 10:05:15,-24.7,44.75,92.37,35,9,5.26
369,Albanel,CA,2022-04-17 10:05:15,48.8832,-72.4487,26.47,92,62,4.18
370,Sawakin,SD,2022-04-17 10:05:15,19.1059,37.3321,92.35,28,0,11.18
371,Ayr,GB,2022-04-17 10:05:16,55.4627,-4.6339,58.32,72,40,16.11
372,San-Pedro,CI,2022-04-17 10:05:16,4.7485,-6.6363,77.16,86,99,6.6
373,Ostrovnoy,RU,2022-04-17 10:05:17,68.0531,39.5131,34.63,99,100,26.4
374,Peniche,PT,2022-04-17 10:05:17,39.3558,-9.3811,63.28,86,100,19.08
375,Kaspiyskiy,RU,2022-04-17 10:05:17,45.3929,47.3707,60.71,51,6,11.65
376,Port Hueneme,US,2022-04-17 10:05:18,34.1478,-119.1951,57.96,89,100,5.75
377,Bosaso,SO,2022-04-17 10:05:18,11.2842,49.1816,92.73,51,16,12.77
378,Santa Cruz De La Palma,ES,2022-04-17 10:05:18,28.6835,-17.7642,69.94,83,20,16.11
379,Thinadhoo,MV,2022-04-17 10:05:19,0.5333,72.9333,84.33,64,86,8.23
380,Petukhovo,RU,2022-04-17 10:05:19,55.0692,67.9019,52.2,32,21,10.71
381,Norman Wells,CA,2022-04-17 10:05:20,65.282,-126.8329,-6.79,100,78,1.54
382,Pangody,RU,2022-04-17 10:05:20,65.85,74.4859,14.92,80,81,12.35
383,Keta,GH,2022-04-17 10:05:20,5.9179,0.9879,85.82,67,63,8.08
384,Samarai,PG,2022-04-17 10:05:21,-10.6167,150.6667,82.42,78,95,10.38
385,Kyabram,AU,2022-04-17 10:05:21,-36.3167,145.05,73.87,42,100,9.64
386,Phalaborwa,ZA,2022-04-17 10:01:28,-23.943,31.1411,64.4,75,100,13.91
387,Kattivakkam,IN,2022-04-17 10:05:22,13.2167,80.3167,93.29,77,44,16.53
388,Inhambane,MZ,2022-04-17 10:05:22,-23.865,35.3833,74.8,86,98,7.52
389,Krasnyy Bor,RU,2022-04-17 10:05:23,59.6819,30.6681,47.71,48,76,4.29
390,Crib Point,AU,2022-04-17 10:05:23,-38.35,145.2,77.59,62,100,9.4
391,Port Keats,AU,2022-04-17 10:05:23,-14.25,129.55,82.72,72,23,7.07
392,Parkes,AU,2022-04-17 10:05:24,-33.1333,148.1833,64.35,58,2,5.08
393,Vicuna,CL,2022-04-17 10:05:24,-30.0319,-70.7081,46.13,41,0,1.9
394,Tiarei,PF,2022-04-17 10:05:25,-17.5333,-149.3333,77.02,76,2,11.63
395,Malayal,PH,2022-04-17 10:05:25,7.208,121.942,81.81,80,99,4.09
396,Katsuura,JP,2022-04-17 10:05:25,35.1333,140.3,58.5,66,100,8.9
397,Lake Havasu City,US,2022-04-17 10:05:26,34.4839,-114.3224,66.81,26,0,4.61
398,Oktyabrskoye,RU,2022-04-17 10:05:26,43.0645,44.7417,66.34,39,6,11.18
399,Port Hedland,AU,2022-04-17 10:05:27,-20.3167,118.5667,89.65,48,18,11.5
400,Mount Isa,AU,2022-04-17 10:05:27,-20.7333,139.5,83.97,23,0,6.91
401,Cayenne,GF,2022-04-17 10:05:27,4.9333,-52.3333,81.09,1,75,8.01
402,Tuatapere,NZ,2022-04-17 10:05:28,-46.1333,167.6833,45.07,86,18,3.49
403,Buala,SB,2022-04-17 10:05:28,-8.145,159.5921,80.51,80,100,4.36
404,Casambalangan,PH,2022-04-17 10:05:28,18.3765,122.1274,77.47,83,58,11.03
405,Yamada,JP,2022-04-17 10:05:29,39.4667,141.95,46.63,74,2,9.89
406,Bathsheba,BB,2022-04-17 10:05:29,13.2167,-59.5167,79.41,73,40,16.11
407,Gubkinskiy,RU,2022-04-17 10:05:30,64.434,76.5026,19.09,75,100,17.2
408,Mtwara,TZ,2022-04-17 10:05:30,-10.2667,40.1833,85.82,70,77,10.22
409,Vao,NC,2022-04-17 10:05:30,-22.6667,167.4833,77.07,69,2,2.93
410,Ghanzi,BW,2022-04-17 10:05:31,-21.5667,21.7833,77.94,51,78,10.54
411,Aklavik,CA,2022-04-17 10:05:31,68.2191,-135.0107,-1.23,83,32,12.44
412,Oistins,BB,2022-04-17 10:05:32,13.0667,-59.5333,78.89,73,40,16.11
413,Poum,NC,2022-04-17 10:05:32,-20.2333,164.0167,78.94,62,7,8.21
414,Yichun,CN,2022-04-17 10:05:32,47.7,128.9,37.13,47,64,3.04
415,Opuwo,NA,2022-04-17 10:05:33,-18.0607,13.84,83.46,27,77,10.78
416,Necochea,AR,2022-04-17 10:06:52,-38.5473,-58.7368,53.74,76,65,4.65
417,Eurajoki,FI,2022-04-17 10:06:52,61.2,21.7333,48.22,65,57,6.71
418,Avera,US,2022-04-17 10:06:53,33.194,-82.5271,63.91,96,96,4.68
419,Port-Gentil,GA,2022-04-17 10:06:53,-0.7193,8.7815,85.96,74,40,8.05
420,Coihaique,CL,2022-04-17 10:06:54,-45.5752,-72.0662,31.95,100,0,4.61
421,Oranjemund,NA,2022-04-17 10:06:54,-28.55,16.4333,75.38,40,0,6.46
422,Abu Samrah,SY,2022-04-17 10:06:54,35.3029,37.1841,81.36,13,1,9.33
423,Bokoro,TD,2022-04-17 10:06:55,12.3807,17.0568,103.62,22,45,8.34
424,Jacobina,BR,2022-04-17 10:06:55,-11.1806,-40.5183,72.09,95,95,3.36
425,Auchtermuchty,GB,2022-04-17 10:06:56,56.2916,-3.2343,59.25,75,100,1.01
426,Tolaga Bay,NZ,2022-04-17 10:06:56,-38.3667,178.3,59.36,73,100,7.07
427,Berdigestyakh,RU,2022-04-17 10:06:56,62.0989,126.6992,28.94,84,98,6.44
428,Kyzyl,RU,2022-04-17 10:06:57,51.7,94.45,63.66,27,44,2.98
429,Okato,NZ,2022-04-17 10:06:57,-39.2,173.8833,58.91,69,83,6.82
430,Wadi Musa,JO,2022-04-17 10:06:58,30.3222,35.4793,82.51,9,0,4.14
431,Rosetta,EG,2022-04-17 10:06:58,31.4044,30.4164,88.48,28,86,10.65
432,Puerto Carreno,CO,2022-04-17 10:06:58,6.189,-67.4859,76.23,88,100,5.57
433,Mamallapuram,IN,2022-04-17 10:06:59,12.6264,80.1722,93.25,66,11,17.78
434,Imbituba,BR,2022-04-17 10:06:59,-28.24,-48.6703,67.86,73,89,6.38
435,Rawatsar,IN,2022-04-17 10:06:59,29.2833,74.3833,108.37,5,32,8.7
436,Coolum Beach,AU,2022-04-17 10:07:00,-26.5333,153.1,68.11,89,7,9.24
437,Emba,KZ,2022-04-17 10:07:00,48.8264,58.1442,61.3,42,100,1.12
438,Baghdad,IQ,2022-04-17 10:06:09,33.3406,44.4009,84.11,10,0,4.61
439,Hagere Hiywet,ET,2022-04-17 10:07:01,8.9833,37.85,73.92,50,93,5.19
440,San Francisco,US,2022-04-17 10:06:00,37.7749,-122.4194,48.06,84,75,14.97
441,Nea Alikarnassos,GR,2022-04-17 10:07:01,35.3333,25.1667,73.08,49,75,11.45
442,Olinda,BR,2022-04-17 10:04:47,-8.0089,-34.8553,78.53,94,75,5.75
443,Tekeli,KZ,2022-04-17 10:07:02,44.83,78.8239,69.31,20,19,2.24
444,Ginir,ET,2022-04-17 10:07:02,7.1333,40.7,73.04,52,97,6.31
445,Broken Hill,AU,2022-04-17 10:07:03,-31.95,141.4333,76.19,27,100,6.04
446,Neosho,US,2022-04-17 10:07:03,36.869,-94.368,53.26,64,100,3.0
447,Victor Harbor,AU,2022-04-17 10:07:03,-35.5667,138.6167,62.67,88,100,2.95
448,Bechem,GH,2022-04-17 10:07:04,7.0903,-2.025,86.65,58,98,2.28
449,Poya,NC,2022-04-17 10:07:04,-21.35,165.15,73.27,77,4,2.89
450,Bajil,YE,2022-04-17 10:07:05,15.0584,43.2851,99.48,29,37,16.62
451,Lerwick,GB,2022-04-17 10:07:05,60.1545,-1.1494,48.2,94,100,14.36
452,Boma,GH,2022-04-17 10:07:05,7.0805,-2.1697,86.7,59,99,1.92
453,Keti Bandar,PK,2022-04-17 10:07:06,24.1447,67.4497,87.48,64,4,19.06
454,Port Said,EG,2022-04-17 10:07:06,31.2565,32.2841,70.97,59,9,16.04
455,Dourados,BR,2022-04-17 10:07:06,-22.2211,-54.8056,54.88,91,22,3.27
456,Robertsport,LR,2022-04-17 10:07:07,6.7533,-11.3686,79.12,77,100,2.15
457,Yertarskiy,RU,2022-04-17 10:07:07,56.7902,64.2995,43.02,53,56,7.0
458,Amapa,BR,2022-04-17 10:08:08,1.0,-52.0,70.12,99,97,1.41
459,Kohima,IN,2022-04-17 10:08:08,25.6667,94.1167,74.71,40,49,3.36
460,Padang,ID,2022-04-17 10:08:09,-0.9492,100.3543,86.05,81,80,2.53
461,Minab,IR,2022-04-17 10:08:09,27.1467,57.0801,95.86,29,0,14.54
462,Policoro,IT,2022-04-17 10:08:09,40.2115,16.6726,55.98,76,100,5.01
463,Haines Junction,CA,2022-04-17 10:08:10,60.7522,-137.5108,22.51,89,100,3.87
464,Kamenka,RU,2022-04-17 10:08:10,51.3223,42.7678,53.6,71,96,11.34
465,Urengoy,RU,2022-04-17 10:08:11,65.9667,78.3667,14.31,80,98,17.16
466,Okhotsk,RU,2022-04-17 10:08:11,59.3833,143.3,22.48,85,97,5.61
467,Bestobe,KZ,2022-04-17 10:08:11,52.4994,73.0975,62.37,42,100,11.52
468,Shalya,RU,2022-04-17 10:08:12,57.2471,58.7298,40.73,49,94,3.15
469,Touros,BR,2022-04-17 10:08:12,-5.1989,-35.4608,79.16,84,87,5.73
470,Yar-Sale,RU,2022-04-17 10:08:13,66.8333,70.8333,16.3,79,14,6.2
471,Porto Novo,BJ,2022-04-17 10:04:12,6.4965,2.6036,89.91,58,89,7.29
472,Ponta Do Sol,PT,2022-04-17 10:08:13,32.6667,-17.1,75.13,39,100,10.4
473,Damghan,IR,2022-04-17 10:08:14,36.1683,54.348,61.56,36,12,9.28
474,Moron,AR,2022-04-17 10:08:14,-34.6534,-58.6198,64.96,87,95,1.77
475,Lircay,PE,2022-04-17 10:08:14,-12.9896,-74.7205,42.42,88,100,1.23
476,Catumbela,AO,2022-04-17 10:08:15,-12.4314,13.5472,82.74,74,94,5.21
477,Mombetsu,JP,2022-04-17 10:04:12,44.3525,143.3525,40.46,70,79,6.64
478,Kavaratti,IN,2022-04-17 10:08:15,10.5669,72.642,84.76,71,73,5.93
479,Tubajon,PH,2022-04-17 10:08:16,10.3317,125.5619,80.01,77,59,10.02
480,Shadegan,IR,2022-04-17 10:08:16,30.6497,48.6647,89.76,7,0,20.98
481,Zonguldak,TR,2022-04-17 10:08:16,41.25,31.8333,52.65,45,100,4.36
482,Lasa,IT,2022-04-17 10:08:17,46.6166,10.7002,58.37,52,4,5.95
483,Jasper,US,2022-04-17 10:08:17,37.2001,-94.3502,47.05,80,100,10.36
484,Emerald,AU,2022-04-17 10:07:06,-23.5333,148.1667,71.35,40,0,9.15
485,Rongcheng,CN,2022-04-17 10:08:18,30.634,117.8517,59.81,69,100,0.65
486,Husavik,IS,2022-04-17 10:08:18,66.0449,-17.3389,43.7,86,78,9.73
487,Nyagan,RU,2022-04-17 10:08:19,62.1406,65.3936,31.64,82,100,3.53
488,Praia Da Vitoria,PT,2022-04-17 10:08:19,38.7333,-27.0667,62.76,72,14,11.32
489,Ishurdi,BD,2022-04-17 10:08:19,24.1333,89.0833,101.57,21,38,4.72
490,Kongsvinger,NO,2022-04-17 10:08:20,60.1905,11.9977,53.46,51,75,1.43
491,Kormilovka,RU,2022-04-17 10:08:20,55.0026,74.1028,57.7,38,6,10.2
492,Alyangula,AU,2022-04-17 10:08:20,-13.8483,136.4192,81.0,75,83,11.05
493,Tari,NG,2022-04-17 10:08:21,12.4086,4.4914,97.11,16,58,7.65
494,Callaway,US,2022-04-17 10:08:21,30.153,-85.5699,68.95,95,100,3.44
495,Baraya,CO,2022-04-17 10:08:21,3.1533,-75.0531,71.91,80,100,2.08
496,Falun,SE,2022-04-17 10:08:22,60.6036,15.626,56.95,52,23,2.59
497,Batagay,RU,2022-04-17 10:08:22,67.6333,134.6333,16.57,92,94,5.39
498,Sokolo,ML,2022-04-17 10:08:23,14.7328,-6.1219,91.81,14,12,13.47
499,Ukiah,US,2022-04-17 10:05:03,39.1502,-123.2078,41.43,92,0,0.0
500,Icod De Los Vinos,ES,2022-04-17 10:08:23,28.3724,-16.7119,83.95,46,100,10.18
501,Wasilla,US,2022-04-17 10:08:24,61.5814,-149.4394,36.82,74,100,5.75
502,Yarke Pole,UA,2022-04-17 10:08:24,45.608,34.3172,62.08,49,99,7.07
503,Conceicao Da Barra,BR,2022-04-17 10:08:25,-18.5933,-39.7322,72.0,79,99,5.99
504,Rafai,CF,2022-04-17 10:08:25,4.95,23.9167,93.67,38,92,4.23
505,Saint-Georges,GD,2022-04-17 10:08:25,12.0564,-61.7485,78.55,77,67,16.46
506,Borogontsy,RU,2022-04-17 10:08:26,62.6683,131.1683,22.08,89,73,1.92
507,Hualmay,PE,2022-04-17 10:09:26,-11.0964,-77.6139,64.87,90,100,6.51
508,Itarema,BR,2022-04-17 10:09:27,-2.9248,-39.9167,77.77,89,65,6.08
509,Saint Thomas,BB,2022-04-17 10:09:27,13.1833,-59.5833,76.32,73,40,16.11
510,Waipawa,NZ,2022-04-17 10:09:27,-41.4122,175.5153,46.38,84,28,5.19
511,Vanavara,RU,2022-04-17 10:09:28,60.34,102.2797,49.03,84,100,14.07
512,Kuminskiy,RU,2022-04-17 10:09:28,58.6667,66.5667,39.06,57,98,11.16
513,Monze,ZM,2022-04-17 10:09:29,-16.2833,27.4833,78.42,54,44,9.53
514,Nenagh,IE,2022-04-17 10:09:29,52.8619,-8.1967,50.56,96,100,6.13
515,Concepcion Del Oro,MX,2022-04-17 10:09:29,24.6333,-101.4167,59.97,52,21,4.34
516,Qasigiannguit,GL,2022-04-17 10:09:30,68.8193,-51.1922,-6.75,89,8,3.24
517,Yerbogachen,RU,2022-04-17 10:09:30,61.2767,108.0108,45.3,85,100,12.66
518,Beloha,MG,2022-04-17 10:09:31,-25.1667,45.05,89.08,46,38,10.36
519,Marovoay,MG,2022-04-17 10:10:38,-16.1,46.6333,90.66,45,1,7.92
520,Pontes E Lacerda,BR,2022-04-17 10:10:38,-15.2261,-59.3353,66.72,88,3,4.25
521,Margate,GB,2022-04-17 10:10:39,51.3813,1.3862,58.1,64,80,11.68
522,Barra,BR,2022-04-17 10:10:39,-11.0894,-43.1417,73.08,90,96,0.58
523,Katy,US,2022-04-17 10:10:39,29.7858,-95.8244,73.18,93,100,6.91
524,Kenai,US,2022-04-17 10:10:40,60.5544,-151.2583,36.14,76,100,0.0
525,Lufkin,US,2022-04-17 10:10:40,31.3382,-94.7291,71.83,95,100,6.91
526,Acarau,BR,2022-04-17 10:10:41,-2.8856,-40.12,77.61,89,55,7.16
527,Itoman,JP,2022-04-17 10:10:41,26.1247,127.6694,69.82,58,40,11.5
528,Gushikawa,JP,2022-04-17 10:10:41,26.3544,127.8686,69.03,58,75,5.75
529,Inza,RU,2022-04-17 10:10:42,53.8533,46.3586,51.73,81,100,11.81
530,Labuhan,ID,2022-04-17 10:10:42,-6.8844,112.2051,84.07,76,74,7.14
531,Boa Vista,BR,2022-04-17 10:10:43,2.8197,-60.6733,75.18,83,0,4.61
532,Abu Dhabi,AE,2022-04-17 10:10:25,24.4667,54.3667,95.11,26,0,11.5
533,Tezu,IN,2022-04-17 10:10:43,27.9167,96.1667,82.74,53,47,4.14
534,Juba,SS,2022-04-17 10:10:44,4.8517,31.5825,94.78,34,84,3.42
535,Podporozhye,RU,2022-04-17 10:10:44,60.9112,34.1706,40.37,78,97,6.58
536,Kropotkin,RU,2022-04-17 10:10:44,45.4375,40.5756,68.59,44,77,5.26
537,Rognan,NO,2022-04-17 10:10:45,67.0953,15.3878,44.74,93,100,4.07
